title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,revenue,budget,return
Boys Love Gekijouban,1.240719,4.8,4.0,2007-08-01,2007,Agosto,Miã©rcoles,0.0,0.0,0.0
Dukhtar,0.539258,6.4,7.0,2014-09-18,2014,Septiembre,Jueves,0.0,0.0,0.0
Oriented,0.149029,7.0,3.0,2015-06-06,2015,Junio,Sã¡bado,0.0,0.0,0.0
The Beginning of Life,0.400668,8.6,9.0,2016-05-05,2016,Mayo,Jueves,0.0,0.0,0.0
When Hari Got Married,0.09065,6.0,1.0,2013-03-16,2013,Marzo,Sã¡bado,0.0,0.0,0.0
Beauties of the Night,0.628191,7.6,5.0,2016-09-12,2016,Septiembre,Lunes,0.0,0.0,0.0
Trudell,0.792173,4.5,2.0,2005-01-01,2005,Enero,Sã¡bado,0.0,0.0,0.0
October 1,0.402422,8.0,1.0,2014-10-01,2014,Octubre,Miã©rcoles,0.0,2.0,0.0
Faith Connections,0.510598,4.2,3.0,2013-11-21,2013,Noviembre,Jueves,0.0,550000.0,0.0
Dark Fortune,0.062975,0.0,0.0,2016-11-22,2016,Noviembre,Martes,0.0,0.0,0.0
All This Panic,0.105984,0.0,0.0,2017-03-31,2017,Marzo,Viernes,0.0,0.0,0.0
Traitors,0.23149,5.0,1.0,2013-09-05,2013,Septiembre,Jueves,0.0,0.0,0.0
Flex Is Kings,0.528214,6.3,2.0,2013-04-18,2013,Abril,Jueves,0.0,0.0,0.0
The Clearstream Affair,1.957983,5.9,43.0,2015-02-11,2015,Febrero,Miã©rcoles,0.0,0.0,0.0
The Tribe,0.805734,5.3,3.0,2016-06-18,2016,Junio,Sã¡bado,0.0,0.0,0.0
The Falcon,0.365618,4.8,2.0,1981-01-01,1981,Enero,Jueves,0.0,0.0,0.0
The Story of the Voyages,0.586365,5.4,4.0,1983-09-04,1983,Septiembre,Domingo,0.0,0.0,0.0
Cat Sick Blues,0.651966,6.0,9.0,2015-10-29,2015,Octubre,Jueves,0.0,0.0,0.0
Dear God No!,0.576314,3.4,15.0,2011-10-21,2011,Octubre,Viernes,0.0,0.0,0.0
Edgar Allan Poe's Lighthouse Keeper,0.79704,5.4,8.0,2016-03-16,2016,Marzo,Miã©rcoles,0.0,0.0,0.0
Even Lambs Have Teeth,1.085982,5.8,11.0,2015-10-03,2015,Octubre,Sã¡bado,0.0,0.0,0.0
The Origin of Stitch,0.203822,6.0,1.0,2005-08-30,2005,Agosto,Martes,0.0,0.0,0.0
A Tale of Sorrow and Sadness,0.018017,6.7,3.0,1977-01-01,1977,Enero,Sã¡bado,0.0,0.0,0.0
Youth in Oregon,2.640601,6.9,11.0,2017-02-03,2017,Febrero,Viernes,0.0,0.0,0.0
Monster,1.189852,6.2,15.0,2014-03-13,2014,Marzo,Jueves,0.0,0.0,0.0
Love Me Not,0.621995,6.9,9.0,2006-11-09,2006,Noviembre,Jueves,0.0,0.0,0.0
Mood of the Day,0.935648,7.3,15.0,2016-01-14,2016,Enero,Jueves,0.0,0.0,0.0
1 Litre of Tears,0.60711,7.7,7.0,2005-02-05,2005,Febrero,Sã¡bado,0.0,0.0,0.0
Sketches of Kaitan City,0.079007,5.5,2.0,2010-12-18,2010,Diciembre,Sã¡bado,0.0,0.0,0.0
Coquille,0.090233,8.8,2.0,1999-03-27,1999,Marzo,Sã¡bado,0.0,0.0,0.0
Tada's Do-It-All House,0.448199,5.3,2.0,2011-04-22,2011,Abril,Viernes,0.0,0.0,0.0
Children of the Dark,0.567778,7.0,3.0,2008-08-02,2008,Agosto,Sã¡bado,0.0,0.0,0.0
All Around Us,0.128822,8.3,3.0,2008-06-07,2008,Junio,Sã¡bado,0.0,0.0,0.0
Hanging Garden,0.836703,7.4,7.0,2005-10-08,2005,Octubre,Sã¡bado,0.0,0.0,0.0
The Most Beautiful Night In The World,1.383281,7.7,3.0,2008-05-24,2008,Mayo,Sã¡bado,0.0,0.0,0.0
Life Can Be So Wonderful,0.04975,0.0,0.0,2007-09-15,2007,Septiembre,Sã¡bado,0.0,0.0,0.0
Mitsuko Delivers,0.361102,4.3,2.0,2011-11-05,2011,Noviembre,Sã¡bado,0.0,0.0,0.0
Tokyo Park,0.478645,6.0,5.0,2011-06-17,2011,Junio,Viernes,0.0,0.0,0.0
Cartagena,1.304441,6.1,12.0,2009-11-18,2009,Noviembre,Miã©rcoles,0.0,0.0,0.0
Be Sure to Share,0.414789,6.5,4.0,2009-06-01,2009,Junio,Lunes,0.0,0.0,0.0
Pornography: A Thriller,0.631991,5.2,7.0,2009-06-21,2009,Junio,Domingo,0.0,0.0,0.0
Song to Song,12.928712,5.4,179.0,2017-03-17,2017,Marzo,Viernes,443684.0,10000000.0,0.0443684
To the Bone,9.128637,7.3,714.0,2017-01-22,2017,Enero,Domingo,0.0,0.0,0.0
Girlfriend's Day,5.931844,4.5,34.0,2017-02-14,2017,Febrero,Martes,0.0,0.0,0.0
To Walk Invisible,3.792964,7.8,11.0,2016-12-29,2016,Diciembre,Jueves,0.0,0.0,0.0
Have a Nice Day,0.182377,6.0,2.0,2017-02-17,2017,Febrero,Viernes,0.0,0.0,0.0
Higglety Pigglety Pop! or There Must Be More to Life,0.498117,5.0,1.0,2010-03-02,2010,Marzo,Martes,0.0,0.0,0.0
The Up in Smoke Tour,1.312333,7.7,18.0,2000-12-02,2000,Diciembre,Sã¡bado,0.0,0.0,0.0
Clarisse or Something About Us,0.053046,0.0,0.0,2015-10-30,2015,Octubre,Viernes,0.0,0.0,0.0
American Fable,2.770366,6.3,27.0,2017-02-17,2017,Febrero,Viernes,0.0,0.0,0.0
Fögi Is a Bastard,1.022938,5.9,11.0,1998-01-01,1998,Enero,Jueves,0.0,0.0,0.0
You Can't Kill Stephen King,1.062964,4.3,13.0,2012-04-14,2012,Abril,Sã¡bado,0.0,0.0,0.0
Coda,1.377141,8.4,11.0,2013-07-13,2013,Julio,Sã¡bado,0.0,0.0,0.0
Katherine Ryan: In Trouble,0.99123,6.8,8.0,2017-02-14,2017,Febrero,Martes,0.0,0.0,0.0
Teenage Kicks,0.174875,7.7,3.0,2016-10-15,2016,Octubre,Sã¡bado,0.0,0.0,0.0
Continental Circus,0.00022,7.3,2.0,1972-07-15,1972,Julio,Sã¡bado,0.0,0.0,0.0
Cam-Girl,0.102569,1.0,1.0,2016-12-20,2016,Diciembre,Martes,0.0,0.0,0.0
Once Upon a Time Veronica,1.01536,5.6,7.0,2012-09-09,2012,Septiembre,Domingo,0.0,0.0,0.0
Almost Adults,2.059825,6.0,40.0,2016-10-15,2016,Octubre,Sã¡bado,0.0,0.0,0.0
Blondie's New York and the Making of Parallel Lines,0.633345,3.9,4.0,2014-08-29,2014,Agosto,Viernes,0.0,0.0,0.0
A Sinner in Mecca,0.249371,7.7,3.0,2015-04-29,2015,Abril,Miã©rcoles,0.0,0.0,0.0
My Blind Date with Life,5.470463,7.4,33.0,2017-01-26,2017,Enero,Jueves,0.0,0.0,0.0
Through the Air,0.999402,6.6,8.0,2015-06-17,2015,Junio,Miã©rcoles,0.0,0.0,0.0
Girl in the Sunny Place,1.941682,6.5,5.0,2013-10-11,2013,Octubre,Viernes,0.0,0.0,0.0
A Good Wife,1.21945,7.0,6.0,2017-01-19,2017,Enero,Jueves,0.0,0.0,0.0
Class Relations,0.011656,7.0,2.0,1984-02-21,1984,Febrero,Martes,0.0,0.0,0.0
Dream City,0.387376,7.5,2.0,1973-11-15,1973,Noviembre,Jueves,0.0,0.0,0.0
Spoor,1.434542,7.6,12.0,2017-02-24,2017,Febrero,Viernes,0.0,0.0,0.0
God's Own Country,2.595488,5.4,8.0,2017-09-01,2017,Septiembre,Viernes,0.0,0.0,0.0
A Fantastic Woman,4.059329,7.2,13.0,2017-04-06,2017,Abril,Jueves,0.0,0.0,0.0
Colo,0.459652,0.0,0.0,2017-02-15,2017,Febrero,Miã©rcoles,0.0,0.0,0.0
Image,0.569464,4.3,6.0,2014-11-05,2014,Noviembre,Miã©rcoles,0.0,0.0,0.0
What's a Human Anyway?,0.273028,6.3,4.0,2006-03-17,2006,Marzo,Viernes,0.0,0.0,0.0
Christmas on Salvation Street,0.088235,6.0,2.0,2014-11-11,2014,Noviembre,Martes,0.0,0.0,0.0
White Wolves - A Cry in the Wild II,0.102036,5.5,2.0,1993-12-31,1993,Diciembre,Viernes,0.0,0.0,0.0
Teenage Mutant Ninja Turtles: We Wish You a Turtle Christmas,0.001715,0.0,0.0,1994-10-01,1994,Octubre,Sã¡bado,0.0,0.0,0.0
Peluca,0.239901,7.0,4.0,2003-01-20,2003,Enero,Lunes,0.0,0.0,0.0
"Ana, My Love",2.160256,0.0,3.0,2017-03-03,2017,Marzo,Viernes,0.0,0.0,0.0
Hostages,1.320408,9.0,3.0,2017-08-02,2017,Agosto,Miã©rcoles,0.0,0.0,0.0
Far from Vietnam,0.536192,5.6,4.0,1967-01-01,1967,Enero,Domingo,0.0,0.0,0.0
Kill Ratio,1.706017,3.9,13.0,2016-12-09,2016,Diciembre,Viernes,0.0,0.0,0.0
Trash Fire,1.914827,6.2,19.0,2016-11-03,2016,Noviembre,Jueves,0.0,0.0,0.0
Everything Will Be OK,1.519048,8.2,19.0,2006-01-10,2006,Enero,Martes,0.0,0.0,0.0
Bockerer,0.355935,6.8,8.0,1981-11-13,1981,Noviembre,Viernes,0.0,0.0,0.0
Lovesong,2.605017,6.4,30.0,2017-02-17,2017,Febrero,Viernes,6700.0,0.0,0.0
Gangs,0.657883,4.4,9.0,2009-10-01,2009,Octubre,Jueves,0.0,0.0,0.0
Germany: A Summer's Fairytale,1.158527,7.2,15.0,2006-10-03,2006,Octubre,Martes,0.0,0.0,0.0
Dieter - The Movie,0.836297,2.7,7.0,2006-03-04,2006,Marzo,Sã¡bado,0.0,6907750.0,0.0
Jen Kirkman: Just Keep Livin',0.322006,7.6,7.0,2017-01-03,2017,Enero,Martes,0.0,0.0,0.0
Colin Quinn: The New York Story,0.211207,6.3,3.0,2016-11-18,2016,Noviembre,Viernes,0.0,0.0,0.0
Cedric the Entertainer: Live from the Ville,0.240942,7.0,5.0,2016-09-16,2016,Septiembre,Viernes,0.0,0.0,0.0
Our Trip to Africa,0.299673,6.9,12.0,1966-01-01,1966,Enero,Sã¡bado,0.0,0.0,0.0
The Fabulous Patars,1.624115,6.8,28.0,2016-12-14,2016,Diciembre,Miã©rcoles,0.0,0.0,0.0
As I Open My Eyes,0.745905,7.3,12.0,2015-12-23,2015,Diciembre,Miã©rcoles,0.0,0.0,0.0
Hôtel Normandy,1.355193,4.9,14.0,2013-05-06,2013,Mayo,Lunes,0.0,0.0,0.0
The Fourth Annual 'On Cinema' Oscar Special,0.032941,0.0,0.0,2016-02-28,2016,Febrero,Domingo,0.0,0.0,0.0
They Nest,1.590236,4.7,15.0,2000-01-01,2000,Enero,Sã¡bado,0.0,4000000.0,0.0
Nuremberg: Its Lesson for Today,0.00323,0.0,0.0,1948-11-21,1948,Noviembre,Domingo,0.0,0.0,0.0
Major Grom,0.874297,6.6,14.0,2017-02-19,2017,Febrero,Domingo,0.0,0.0,0.0
The Cradle,0.152906,4.1,2.0,2007-07-31,2007,Julio,Martes,0.0,0.0,0.0
Offerings,0.00022,4.8,4.0,1989-01-01,1989,Enero,Domingo,0.0,0.0,0.0
Becoming Warren Buffett,1.279124,7.4,7.0,2017-01-30,2017,Enero,Lunes,0.0,0.0,0.0
Queen of Spades: The Dark Rite,1.896218,5.3,10.0,2015-09-10,2015,Septiembre,Jueves,2228115.0,1000000.0,2.228115
Drifter,0.336244,6.7,3.0,2016-10-19,2016,Octubre,Miã©rcoles,0.0,0.0,0.0
Follow,0.278487,5.5,6.0,2015-09-26,2015,Septiembre,Sã¡bado,0.0,0.0,0.0
Everybody Loves Somebody,7.077991,6.3,22.0,2017-02-10,2017,Febrero,Viernes,0.0,2000000.0,0.0
The Reconquest,0.86896,4.0,5.0,2016-09-30,2016,Septiembre,Viernes,0.0,0.0,0.0
Max Rose,0.965858,5.0,2.0,2016-09-02,2016,Septiembre,Viernes,0.0,0.0,0.0
Matt Besser: Besser Breaks The Record,0.029425,0.0,0.0,2016-01-01,2016,Enero,Viernes,0.0,0.0,0.0
Rory Scovel: The Charleston Special,0.145202,8.0,2.0,2015-10-27,2015,Octubre,Martes,0.0,0.0,0.0
Tony Hinchcliffe: One Shot,0.502291,8.3,4.0,2016-01-15,2016,Enero,Viernes,0.0,0.0,0.0
Whitney Cummings: I'm Your Girlfriend,0.140222,6.0,3.0,2016-01-23,2016,Enero,Sã¡bado,0.0,0.0,0.0
Alonzo Bodden: Historically Incorrect,0.331367,8.0,1.0,2016-02-19,2016,Febrero,Viernes,0.0,0.0,0.0
Theo Von: No Offense,0.401253,7.7,3.0,2016-02-26,2016,Febrero,Viernes,0.0,0.0,0.0
Steve-O: Guilty as Charged,0.468216,6.2,5.0,2016-03-20,2016,Marzo,Domingo,0.0,0.0,0.0
Stephen Lynch: Hello Kalamazoo,0.724499,10.0,1.0,2016-03-21,2016,Marzo,Lunes,0.0,0.0,0.0
Cameron Esposito: Marriage Material,0.163667,7.0,1.0,2016-03-24,2016,Marzo,Jueves,0.0,0.0,0.0
Frankie Boyle: Hurt Like You've Never Been Loved,0.255416,10.0,3.0,2016-03-18,2016,Marzo,Viernes,0.0,0.0,0.0
Nikki Glaser: Perfect,0.259319,7.0,3.0,2016-04-09,2016,Abril,Sã¡bado,0.0,0.0,0.0
Rachel Feinstein: Only Whores Wear Purple,0.061308,0.0,0.0,2016-04-23,2016,Abril,Sã¡bado,0.0,0.0,0.0
Chris Hardwick: Funcomfortable,0.440991,7.0,3.0,2016-04-30,2016,Abril,Sã¡bado,0.0,0.0,0.0
Gary Gulman: It's About Time,0.410738,7.7,3.0,2016-05-01,2016,Mayo,Domingo,500.0,0.0,0.0
Michael Ian Black: Noted Expert,0.150148,7.7,3.0,2016-05-13,2016,Mayo,Viernes,0.0,0.0,0.0
Brad Williams: Daddy Issues,0.667658,9.0,1.0,2016-05-20,2016,Mayo,Viernes,0.0,0.0,0.0
Quincy Jones: Burning the Light,0.123259,6.0,1.0,2016-06-02,2016,Junio,Jueves,0.0,0.0,0.0
Ben Gleib: Neurotic Gangster,0.096509,0.0,0.0,2016-06-03,2016,Junio,Viernes,0.0,0.0,0.0
Willie Barcena: The Truth Hurts,0.20414,0.0,0.0,2016-07-01,2016,Julio,Viernes,0.0,0.0,0.0
Josh Blue: Delete,0.085393,1.0,1.0,2016-07-26,2016,Julio,Martes,0.0,0.0,0.0
Godfrey: Regular Black,0.135982,0.0,0.0,2016-08-12,2016,Agosto,Viernes,0.0,0.0,0.0
Martin Lawrence Doin’ Time,0.779098,6.3,5.0,2016-09-09,2016,Septiembre,Viernes,0.0,0.0,0.0
Doug Stanhope: No Place Like Home,0.196713,6.7,3.0,2016-09-15,2016,Septiembre,Jueves,0.0,0.0,0.0
Sebastian Maniscalco: Why Would You Do That?,0.167998,10.0,2.0,2016-10-01,2016,Octubre,Sã¡bado,0.0,0.0,0.0
Lewis Black: Black to the Future,0.089949,6.0,1.0,2016-10-07,2016,Octubre,Viernes,0.0,0.0,0.0
Jena Friedman: American Cunt,0.16898,0.0,0.0,2016-10-20,2016,Octubre,Jueves,0.0,0.0,0.0
Wanda Sykes: What Happened… Ms. Sykes?,0.13719,0.0,0.0,2016-10-21,2016,Octubre,Viernes,0.0,0.0,0.0
Barry Crimmins: Whatever Threatens You,0.489178,0.0,0.0,2016-10-23,2016,Octubre,Domingo,0.0,0.0,0.0
Janeane Garofalo: If I May,0.093293,8.0,1.0,2016-10-27,2016,Octubre,Jueves,0.0,0.0,0.0
Pete Davidson: SMD,0.143357,5.0,1.0,2016-10-29,2016,Octubre,Sã¡bado,0.0,0.0,0.0
Mo Mandel: Negative Reinforcement,0.083584,0.0,0.0,2016-11-03,2016,Noviembre,Jueves,0.0,0.0,0.0
Kathleen Madigan: Bothering Jesus,0.182834,6.0,2.0,2016-11-10,2016,Noviembre,Jueves,0.0,0.0,0.0
Dan Levy: Lion,0.062949,0.0,0.0,2016-11-17,2016,Noviembre,Jueves,0.0,0.0,0.0
Aries Spears: Comedy Blueprint,0.147048,0.0,0.0,2016-11-24,2016,Noviembre,Jueves,0.0,0.0,0.0
Tony Roberts: Motorcity Motormouth,0.107507,7.0,1.0,2016-12-02,2016,Diciembre,Viernes,0.0,0.0,0.0
Joey Coco Diaz: Sociably UnAcceptable,0.389025,0.0,0.0,2016-12-08,2016,Diciembre,Jueves,0.0,0.0,0.0
Tom Papa: Human Mule,0.163387,8.0,2.0,2016-12-09,2016,Diciembre,Viernes,0.0,0.0,0.0
Nick Thune: Good Guy,0.072581,0.0,0.0,2016-12-22,2016,Diciembre,Jueves,0.0,0.0,0.0
Ian Harvie: May the Best Cock Win,0.080172,0.0,0.0,2016-12-29,2016,Diciembre,Jueves,0.0,0.0,0.0
Ogres,0.859031,7.3,14.0,2016-03-16,2016,Marzo,Miã©rcoles,0.0,0.0,0.0
Missing,0.229233,4.3,2.0,2007-01-01,2007,Enero,Lunes,1.0,0.0,0.0
R.A.I.D. Special Unit,7.538272,5.8,207.0,2017-02-01,2017,Febrero,Miã©rcoles,0.0,0.0,0.0
Pre Vis Action,0.505649,6.2,5.0,2016-01-25,2016,Enero,Lunes,0.0,0.0,0.0
My Entire High School Sinking Into the Sea,0.902835,8.2,3.0,2016-09-23,2016,Septiembre,Viernes,0.0,0.0,0.0
El cimarrón,0.041651,5.0,1.0,2006-10-01,2006,Octubre,Domingo,0.0,0.0,0.0
Savage Abduction,0.001429,5.5,2.0,1973-01-01,1973,Enero,Lunes,0.0,0.0,0.0
Gantz:O,8.658666,7.2,70.0,2016-10-14,2016,Octubre,Viernes,2238600.0,0.0,0.0
The Strange Woman,1.070331,6.7,7.0,1946-10-25,1946,Octubre,Viernes,0.0,0.0,0.0
The Man Who Cheated Himself,0.543796,5.9,8.0,1950-12-26,1950,Diciembre,Martes,0.0,0.0,0.0
Britney Ever After,0.787447,2.8,10.0,2017-02-18,2017,Febrero,Sã¡bado,0.0,0.0,0.0
The Little Whirlwind,0.667704,5.4,8.0,1941-02-14,1941,Febrero,Viernes,0.0,0.0,0.0
Game Over,0.460863,7.2,6.0,2006-02-24,2006,Febrero,Viernes,0.0,0.0,0.0
The Roommate,0.320305,6.0,1.0,2008-07-15,2008,Julio,Martes,0.0,0.0,0.0
Cart,1.467059,6.8,5.0,2014-11-13,2014,Noviembre,Jueves,0.0,0.0,0.0
The Silent Mountain,1.82058,6.3,9.0,2014-03-14,2014,Marzo,Viernes,0.0,0.0,0.0
Ballroom Dancer,0.150742,5.0,1.0,2011-11-20,2011,Noviembre,Domingo,0.0,0.0,0.0
Indivisible,2.056498,7.0,45.0,2016-09-29,2016,Septiembre,Jueves,0.0,0.0,0.0
Mr. Pig,1.65619,6.1,9.0,2016-07-22,2016,Julio,Viernes,0.0,0.0,0.0
Sister Cities,1.846995,7.5,12.0,2016-09-17,2016,Septiembre,Sã¡bado,0.0,0.0,0.0
Emily & Tim,0.933057,7.3,2.0,2015-08-29,2015,Agosto,Sã¡bado,0.0,0.0,0.0
Magicians: Life in the Impossible,0.285373,6.6,7.0,2016-04-30,2016,Abril,Sã¡bado,0.0,0.0,0.0
Journey,0.312315,0.0,0.0,2015-03-12,2015,Marzo,Jueves,0.0,0.0,0.0
Lust in the Mummy's Tomb,0.005944,0.0,0.0,2002-10-14,2002,Octubre,Lunes,0.0,0.0,0.0
Paris by Night of the Living Dead,0.499516,5.4,5.0,2009-01-20,2009,Enero,Martes,0.0,0.0,0.0
Dynamite Warrior,1.416587,5.5,10.0,2006-11-09,2006,Noviembre,Jueves,0.0,0.0,0.0
Mercury Man,0.216711,4.3,4.0,2006-08-09,2006,Agosto,Miã©rcoles,0.0,2000000.0,0.0
Shogun's Joys of Torture,0.365884,6.8,4.0,1968-09-28,1968,Septiembre,Sã¡bado,0.0,0.0,0.0
White Rose Campus: Then... Everybody Gets Raped,2.656714,4.7,3.0,1982-06-25,1982,Junio,Viernes,0.0,0.0,0.0
The Strange Saga of Hiroshi the Freeloading Sex Machine,0.563879,5.9,8.0,2005-10-07,2005,Octubre,Viernes,0.0,0.0,0.0
Shyness Machine Girl,1.547952,4.7,7.0,2009-01-01,2009,Enero,Jueves,0.0,0.0,0.0
Yo-Yo Girl Cop,1.079597,5.3,9.0,2006-09-30,2006,Septiembre,Sã¡bado,0.0,0.0,0.0
Lethal Angels,0.115571,5.0,1.0,2006-01-01,2006,Enero,Domingo,0.0,0.0,0.0
Lunch Box,0.350152,2.5,2.0,2004-11-20,2004,Noviembre,Sã¡bado,0.0,35000.0,0.0
Malibu Shark Attack,1.13806,3.8,17.0,2009-07-25,2009,Julio,Sã¡bado,0.0,3000000.0,0.0
The Girls Rebel Force of Competitive Swimmers,0.885609,4.9,9.0,2007-12-25,2007,Diciembre,Martes,0.0,0.0,0.0
Cage II: The Arena of Death,1.155263,2.0,1.0,1994-12-14,1994,Diciembre,Miã©rcoles,0.0,0.0,0.0
Make-Out with Violence,0.41111,5.7,6.0,2008-04-12,2008,Abril,Sã¡bado,0.0,150000.0,0.0
Lure: Teen Fight Club,0.47162,3.0,5.0,2010-11-16,2010,Noviembre,Martes,0.0,3000000.0,0.0
Priceless,5.279713,6.2,31.0,2016-10-14,2016,Octubre,Viernes,0.0,0.0,0.0
"Nick Cannon: Stand Up, Don't Shoot",0.189182,7.0,1.0,2017-02-10,2017,Febrero,Viernes,0.0,0.0,0.0
Ayurveda: Art of Being,0.113042,5.5,3.0,2001-09-20,2001,Septiembre,Jueves,2074000.0,300000.0,6.913333333333333
Departure,0.886506,7.2,14.0,2016-05-20,2016,Mayo,Viernes,0.0,0.0,0.0
Fair Haven,1.447727,6.3,14.0,2017-03-03,2017,Marzo,Viernes,0.0,0.0,0.0
Akron,1.325024,6.9,14.0,2015-10-06,2015,Octubre,Martes,0.0,0.0,0.0
Parched,3.322681,8.5,23.0,2015-11-14,2015,Noviembre,Sã¡bado,0.0,2700000.0,0.0
10 Minutes,0.173285,7.5,2.0,2014-04-24,2014,Abril,Jueves,0.0,0.0,0.0
Invasion,0.106688,8.0,2.0,1969-10-18,1969,Octubre,Sã¡bado,0.0,0.0,0.0
Oklahoma City,1.109178,6.4,11.0,2017-01-21,2017,Enero,Sã¡bado,0.0,0.0,0.0
Fanny's Journey,1.834993,6.9,35.0,2016-05-18,2016,Mayo,Miã©rcoles,0.0,0.0,0.0
Tonight It's You,0.072118,6.0,1.0,2016-04-01,2016,Abril,Viernes,0.0,0.0,0.0
Tonight It's Me,0.233897,6.0,2.0,2014-03-22,2014,Marzo,Sã¡bado,0.0,25000.0,0.0
The Order,0.000431,6.5,2.0,1973-01-01,1973,Enero,Lunes,0.0,0.0,0.0
Buffalo Dance,0.205698,3.8,6.0,1894-09-23,1894,Septiembre,Domingo,0.0,0.0,0.0
Kung Fu Vs. Acrobatic,0.000578,6.0,1.0,1990-07-21,1990,Julio,Sã¡bado,0.0,0.0,0.0
Once Upon a Line,0.215795,8.0,3.0,2016-07-01,2016,Julio,Viernes,0.0,0.0,0.0
Happy End,0.612191,8.3,3.0,2016-05-19,2016,Mayo,Jueves,0.0,0.0,0.0
Asteria,0.549947,6.7,3.0,2017-02-10,2017,Febrero,Viernes,0.0,0.0,0.0
Fist of the North Star: Legend of Raoh - Chapter of Death in Love,1.511957,6.5,12.0,2006-03-11,2006,Marzo,Sã¡bado,862.0,0.0,0.0
Fist of the North Star: Legend of Yuria,1.357836,5.3,5.0,2007-02-23,2007,Febrero,Viernes,0.0,0.0,0.0
Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,2.451587,6.1,10.0,2007-04-28,2007,Abril,Sã¡bado,0.0,0.0,0.0
Fist of the North Star: Legend of Toki,1.385707,5.8,6.0,2008-03-26,2008,Marzo,Miã©rcoles,0.0,0.0,0.0
Fist of the North Star: The Legend of Kenshiro,1.069205,5.6,5.0,2008-10-11,2008,Octubre,Sã¡bado,0.0,0.0,0.0
Enemy of the Reich: The Noor Inayat Khan Story,0.592531,0.0,0.0,2014-02-15,2014,Febrero,Sã¡bado,0.0,0.0,0.0
Saint Seiya Heaven Chapter: Overture,1.337121,6.6,19.0,2004-02-14,2004,Febrero,Sã¡bado,0.0,0.0,0.0
Saint Seiya: Evil Goddess Eris,3.565311,5.8,22.0,1987-07-18,1987,Julio,Sã¡bado,0.0,0.0,0.0
Saint Seiya: The Heated Battle of the Gods,1.401616,6.5,15.0,1988-03-12,1988,Marzo,Sã¡bado,0.0,0.0,0.0
Saint Seiya: Legend of Crimson Youth,2.566613,6.6,21.0,1988-07-23,1988,Julio,Sã¡bado,0.0,0.0,0.0
Saint Seiya: Warriors of the Final Holy Battle,1.304154,5.8,19.0,1989-03-18,1989,Marzo,Sã¡bado,0.0,0.0,0.0
Sing,0.843769,7.7,15.0,2016-11-06,2016,Noviembre,Domingo,0.0,0.0,0.0
Silent Nights,0.17443,7.0,4.0,2016-01-01,2016,Enero,Viernes,0.0,0.0,0.0
Timecode,0.587178,8.6,7.0,2016-05-18,2016,Mayo,Miã©rcoles,0.0,0.0,0.0
Enemies Within,0.655624,7.0,4.0,2016-02-21,2016,Febrero,Domingo,0.0,0.0,0.0
Nick Di Paolo: Another Senseless Killing,0.039208,0.0,0.0,2015-02-17,2015,Febrero,Martes,0.0,0.0,0.0
Gary Owen: I Agree With Myself,0.038396,0.0,0.0,2015-01-16,2015,Enero,Viernes,0.0,0.0,0.0
Mel Brooks: Live at the Geffen,0.061709,8.0,1.0,2015-01-31,2015,Enero,Sã¡bado,0.0,0.0,0.0
Brian Gaar: Jokes I Wrote At Work,0.022506,0.0,0.0,2015-02-05,2015,Febrero,Jueves,0.0,0.0,0.0
Andy Peters: Exclamation Mark Question Point,0.049843,0.0,0.0,2015-02-13,2015,Febrero,Viernes,0.0,0.0,0.0
Barry Hilton: The Live Series,0.02828,0.0,0.0,2015-02-17,2015,Febrero,Martes,0.0,0.0,0.0
Keith Robinson: Back of the Bus Funny,0.026029,0.0,0.0,2015-02-21,2015,Febrero,Sã¡bado,0.0,0.0,0.0
Ralphie May: Unruly,0.036387,0.0,0.0,2015-02-27,2015,Febrero,Viernes,0.0,0.0,0.0
Trevor Moore: High In Church,0.189606,7.5,2.0,2015-03-02,2015,Marzo,Lunes,0.0,0.0,0.0
Jay Mohr: Happy. And A Lot.,0.102784,0.0,0.0,2015-03-14,2015,Marzo,Sã¡bado,0.0,0.0,0.0
Jim Norton: Contextually Inadequate,0.282009,7.8,5.0,2015-04-24,2015,Abril,Viernes,0.0,0.0,0.0
Nate Bargatze: Full Time Magic,0.192167,8.0,2.0,2015-04-28,2015,Abril,Martes,0.0,0.0,0.0
Mick Foley: Cheap Pops,0.021185,0.0,0.0,2015-04-29,2015,Abril,Miã©rcoles,0.0,0.0,0.0
Brad Williams: Fun Size,0.159446,8.5,1.0,2015-05-08,2015,Mayo,Viernes,0.0,0.0,0.0
Christopher Titus: Angry Pursuit of Happiness,0.671568,10.0,2.0,2014-09-27,2014,Septiembre,Sã¡bado,0.0,0.0,0.0
Jim Breuer: Comic Frenzy,0.073011,6.0,1.0,2015-05-29,2015,Mayo,Viernes,0.0,0.0,0.0
Nick Swardson: Taste It,0.098582,10.0,2.0,2015-05-25,2015,Mayo,Lunes,0.0,0.0,0.0
Susan Calman: Lady Like,0.025645,0.0,0.0,2015-06-17,2015,Junio,Miã©rcoles,0.0,0.0,0.0
Lisa Lampanelli: Back to the Drawing Board,0.126769,6.5,1.0,2015-06-26,2015,Junio,Viernes,0.0,0.0,0.0
Bridget Everett: Gynecological Wonder,0.104703,0.0,0.0,2015-07-11,2015,Julio,Sã¡bado,0.0,0.0,0.0
