title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,lowercase_title
Mi adorado Juan,0.001358,0.0,0.0,1950-02-12,1950,Febrero,Domingo,mi adorado juan
Planet Earth II,5.651997,9.5,50.0,2016-11-06,2016,Noviembre,Domingo,planet earth ii
In This Corner of the World,2.914029,8.7,19.0,2016-11-12,2016,Noviembre,Sábado,in this corner of the world
A Real Young Girl,16.295091,5.4,38.0,1976-01-01,1976,Enero,Jueves,a real young girl
Perfect Love,1.224596,5.0,1.0,1996-10-23,1996,Octubre,Miércoles,perfect love
Mars of Destruction,0.052812,2.0,1.0,2005-07-08,2005,Julio,Viernes,mars of destruction
The Hero,6.549788,6.7,17.0,2017-06-09,2017,Junio,Viernes,the hero
Sepultura: Under Siege (Live in Barcelona),0.067518,5.3,2.0,1991-05-12,1991,Mayo,Domingo,sepultura: under siege (live in barcelona)
11 Blocks,0.19438,3.0,2.0,2015-09-27,2015,Septiembre,Domingo,11 blocks
Citizen Jane: Battle for the City,0.192367,7.0,2.0,2017-04-21,2017,Abril,Viernes,citizen jane: battle for the city
Role Play: Women on Fassbinder,0.000146,0.0,0.0,1992-01-01,1992,Enero,Miércoles,role play: women on fassbinder
Drain the Titanic,0.038917,0.0,0.0,2016-05-05,2016,Mayo,Jueves,drain the titanic
Guinea Pig: Devil's Experiment,1.177852,4.3,24.0,1985-09-04,1985,Septiembre,Miércoles,guinea pig: devil's experiment
Meet the Guilbys,1.161943,5.2,14.0,2016-01-20,2016,Enero,Miércoles,meet the guilbys
Holy Tongue,0.155198,6.8,4.0,2000-09-14,2000,Septiembre,Jueves,holy tongue
Kubrick Remembered,0.23941,6.0,1.0,2014-11-04,2014,Noviembre,Martes,kubrick remembered
The Wall,15.5975,6.1,117.0,2017-05-12,2017,Mayo,Viernes,the wall
Without Evidence,2.083168,4.7,7.0,1995-10-12,1995,Octubre,Jueves,without evidence
True Identity,0.815294,6.1,10.0,1991-07-23,1991,Julio,Martes,true identity
Panamerican Machinery,0.03209,0.0,0.0,2016-02-14,2016,Febrero,Domingo,panamerican machinery
Diamond Cartel,1.95914,7.2,5.0,2017-03-24,2017,Marzo,Viernes,diamond cartel
I 2 soliti idioti,2.137039,4.1,45.0,2012-12-20,2012,Diciembre,Jueves,i 2 soliti idioti
The Anatomy of Hate,0.110588,5.7,3.0,2009-04-21,2009,Abril,Martes,the anatomy of hate
Korgoth of Barbaria,0.765373,8.5,12.0,2006-06-03,2006,Junio,Sábado,korgoth of barbaria
Raiders of the Living Dead,0.124544,4.1,5.0,1986-01-01,1986,Enero,Miércoles,raiders of the living dead
Four of the Apocalypse,0.619874,6.1,8.0,1975-08-12,1975,Agosto,Martes,four of the apocalypse
Nonstop Trouble with the Family,0.016023,5.9,7.0,1985-02-08,1985,Febrero,Viernes,nonstop trouble with the family
Afterlov,0.138258,0.0,0.0,2017-05-18,2017,Mayo,Jueves,afterlov
Chef's Special,1.653025,5.5,24.0,2008-04-11,2008,Abril,Viernes,chef's special
Wizards of the Lost Kingdom,0.62048,2.3,8.0,1985-10-01,1985,Octubre,Martes,wizards of the lost kingdom
Only For One Night,0.698883,8.0,3.0,2016-10-01,2016,Octubre,Sábado,only for one night
Waiting for the Hearse,1.224559,7.6,16.0,1985-05-06,1985,Mayo,Lunes,waiting for the hearse
Girlfriends,0.851935,5.2,5.0,1978-08-01,1978,Agosto,Martes,girlfriends
Bloodfight,0.255977,9.0,1.0,1989-06-24,1989,Junio,Sábado,bloodfight
Phoenix Forgotten,12.560942,5.7,52.0,2017-04-21,2017,Abril,Viernes,phoenix forgotten
Skins,3.293257,7.1,67.0,2017-04-15,2017,Abril,Sábado,skins
The Immortal Life of Henrietta Lacks,3.017803,6.5,13.0,2017-04-22,2017,Abril,Sábado,the immortal life of henrietta lacks
His Musical Career,0.784595,5.2,6.0,1914-11-07,1914,Noviembre,Sábado,his musical career
Boiling Point,0.112133,8.0,1.0,2017-01-23,2017,Enero,Lunes,boiling point
The Movie Hero,0.225311,6.0,5.0,2003-03-08,2003,Marzo,Sábado,the movie hero
The Irresistible Blueberry Farm,0.587236,6.5,5.0,2016-10-02,2016,Octubre,Domingo,the irresistible blueberry farm
Tommy's Honour,1.774843,6.9,5.0,2017-07-07,2017,Julio,Viernes,tommy's honour
My Way: The Rise and Fall of Silvio Berlusconi,0.165569,7.3,3.0,2016-11-08,2016,Noviembre,Martes,my way: the rise and fall of silvio berlusconi
Circuitry Man,0.935723,5.2,5.0,1990-05-01,1990,Mayo,Martes,circuitry man
Looking for Light: Jane Bown,0.071112,5.0,1.0,2014-04-25,2014,Abril,Viernes,looking for light: jane bown
Mord in Eberswalde,0.784362,6.3,4.0,2013-01-30,2013,Enero,Miércoles,mord in eberswalde
Handsome Devil,16.112052,7.3,81.0,2017-02-15,2017,Febrero,Miércoles,handsome devil
Flatland: The Film,0.454686,6.0,4.0,2007-01-14,2007,Enero,Domingo,flatland: the film
Darkened Room,0.944368,6.0,24.0,2002-04-12,2002,Abril,Viernes,darkened room
Boat,0.479388,7.6,9.0,2007-01-30,2007,Enero,Martes,boat
The Amputee,1.828178,5.8,32.0,1974-01-01,1974,Enero,Martes,the amputee
Lady Blue Shanghai,0.824515,6.7,22.0,2010-05-16,2010,Mayo,Domingo,lady blue shanghai
Lowriders,4.612622,7.0,20.0,2017-04-28,2017,Abril,Viernes,lowriders
Heavy Traffic,0.820911,6.6,18.0,1973-08-08,1973,Agosto,Miércoles,heavy traffic
Mr. Mike's Mondo Video,0.219714,4.2,3.0,1979-09-20,1979,Septiembre,Jueves,mr. mike's mondo video
Cold Hell,1.241803,6.0,4.0,2017-01-19,2017,Enero,Jueves,cold hell
Day of the Fight,1.206349,5.4,24.0,1951-04-26,1951,Abril,Jueves,day of the fight
Flying Padre,1.814277,4.7,21.0,1951-03-23,1951,Marzo,Viernes,flying padre
George Carlin: On Location at Phoenix,0.040509,6.8,5.0,1978-07-23,1978,Julio,Domingo,george carlin: on location at phoenix
George Carlin: Carlin at Carnegie,0.933868,7.1,8.0,1982-10-10,1982,Octubre,Domingo,george carlin: carlin at carnegie
George Carlin - On Location at USC,0.855637,6.9,7.0,1977-01-01,1977,Enero,Sábado,george carlin - on location at usc
George Carlin: Doin' it Again,1.169166,7.2,9.0,1990-03-23,1990,Marzo,Viernes,george carlin: doin' it again
Carlin on Campus,0.448493,7.2,9.0,1984-04-18,1984,Abril,Miércoles,carlin on campus
You Can't Cheat an Honest Man,0.540059,7.0,3.0,1939-02-17,1939,Febrero,Viernes,you can't cheat an honest man
Poppy,0.166494,8.0,1.0,1936-06-17,1936,Junio,Miércoles,poppy
George Carlin: What Am I Doing in New Jersey?,0.001021,7.2,10.0,1988-06-09,1988,Junio,Jueves,george carlin: what am i doing in new jersey?
Charlie Murphy: I Will Not Apologize,0.360583,5.0,5.0,2010-01-01,2010,Enero,Viernes,charlie murphy: i will not apologize
Frankenweenie,5.280241,6.7,96.0,1984-12-14,1984,Diciembre,Viernes,frankenweenie
The Dark Tapes,3.525879,5.0,20.0,2017-04-17,2017,Abril,Lunes,the dark tapes
Chasing Two Hares,0.87052,7.1,8.0,1961-12-21,1961,Diciembre,Jueves,chasing two hares
Mythica: The Godslayer,3.856398,5.3,14.0,2016-12-17,2016,Diciembre,Sábado,mythica: the godslayer
The Imp,0.696036,7.2,3.0,1981-11-05,1981,Noviembre,Jueves,the imp
Королёв,0.292296,1.0,1.0,2007-10-29,2007,Octubre,Lunes,королёв
Beyond Skyline,6.416249,0.0,30.0,2017-10-20,2017,Octubre,Viernes,beyond skyline
Punching Henry,1.797552,6.2,13.0,2017-02-24,2017,Febrero,Viernes,punching henry
Shake! Otis at Monterey,0.052331,6.9,4.0,1987-10-16,1987,Octubre,Viernes,shake! otis at monterey
The Time Travelers,1.118899,5.7,14.0,1964-10-29,1964,Octubre,Jueves,the time travelers
Cry Wilderness,0.541464,2.6,7.0,1987-02-01,1987,Febrero,Domingo,cry wilderness
They Call Me Macho Woman,0.200919,4.3,4.0,1991-01-01,1991,Enero,Martes,they call me macho woman
Mars and April,0.779743,6.5,5.0,2012-10-05,2012,Octubre,Viernes,mars and april
Isolation,1.365543,6.4,5.0,2015-10-31,2015,Octubre,Sábado,isolation
Supervention,1.02124,6.7,5.0,2013-10-24,2013,Octubre,Jueves,supervention
Sam Was Here,1.81409,5.0,27.0,2016-09-27,2016,Septiembre,Martes,sam was here
How to Be a Latin Lover,7.299803,6.1,85.0,2017-04-28,2017,Abril,Viernes,how to be a latin lover
Ninja Bachelor Party,0.297758,6.0,3.0,1991-01-01,1991,Enero,Martes,ninja bachelor party
The Trip to Spain,1.223145,7.0,6.0,2017-08-31,2017,Agosto,Jueves,the trip to spain
Phobia 2,1.463995,6.2,24.0,2009-09-23,2009,Septiembre,Miércoles,phobia 2
Laddaland,0.936761,6.7,14.0,2011-04-28,2011,Abril,Jueves,laddaland
Countdown,0.987869,5.6,10.0,2012-12-19,2012,Diciembre,Miércoles,countdown
Wound,0.239349,2.0,6.0,2010-07-26,2010,Julio,Lunes,wound
Malibu Express,0.558542,4.9,12.0,1985-03-01,1985,Marzo,Viernes,malibu express
Picasso Trigger,0.629329,4.1,5.0,1988-02-01,1988,Febrero,Lunes,picasso trigger
Savage Beach,0.76945,5.4,12.0,1989-10-01,1989,Octubre,Domingo,savage beach
Guns,0.665062,4.4,4.0,1990-11-09,1990,Noviembre,Viernes,guns
Nobody Speak: Trials of the Free Press,0.765677,5.5,11.0,2017-01-24,2017,Enero,Martes,nobody speak: trials of the free press
Brigsby Bear,2.216551,7.0,12.0,2017-07-27,2017,Julio,Jueves,brigsby bear
Little Angels,0.025886,0.0,0.0,2015-09-24,2015,Septiembre,Jueves,little angels
Bianca,2.806092,7.8,60.0,1984-02-23,1984,Febrero,Jueves,bianca
Lucas Brothers: On Drugs,0.552579,6.3,4.0,2017-04-18,2017,Abril,Martes,lucas brothers: on drugs
Tramps,6.754817,6.4,43.0,2016-09-10,2016,Septiembre,Sábado,tramps
I Am Heath Ledger,2.293791,7.5,26.0,2017-04-23,2017,Abril,Domingo,i am heath ledger
Oh Dem Watermelons,0.10719,6.7,3.0,1965-09-16,1965,Septiembre,Jueves,oh dem watermelons
"Lewis Black: Red, White & Screwed",1.532796,5.5,12.0,2006-06-10,2006,Junio,Sábado,"lewis black: red, white & screwed"
Lewis Black: Old Yeller - Live at the Borgata,0.548512,6.6,6.0,2013-08-24,2013,Agosto,Sábado,lewis black: old yeller - live at the borgata
Lewis Black: In God We Rust,0.426881,7.0,4.0,2012-03-17,2012,Marzo,Sábado,lewis black: in god we rust
Lewis Black:  Black on Broadway,0.430497,5.3,10.0,2004-05-14,2004,Mayo,Viernes,lewis black:  black on broadway
Robin Williams - Off the Wall,0.0,0.0,0.0,1978-02-04,1978,Febrero,Sábado,robin williams - off the wall
Andy Kaufman Plays Carnegie Hall,0.0525,0.0,0.0,1980-01-01,1980,Enero,Martes,andy kaufman plays carnegie hall
Robin Williams: A Night at the Met,1.196539,7.7,7.0,1986-08-09,1986,Agosto,Sábado,robin williams: a night at the met
Stewart Lee: Stand-Up Comedian,0.214093,7.0,6.0,2005-10-17,2005,Octubre,Lunes,stewart lee: stand-up comedian
Katt Williams: Live,0.306781,8.0,2.0,2006-09-26,2006,Septiembre,Martes,katt williams: live
Katt Williams: American Hustle,0.248574,4.3,2.0,2007-01-01,2007,Enero,Lunes,katt williams: american hustle
Katt Williams: It's Pimpin Pimpin,0.513891,6.4,5.0,2008-11-11,2008,Noviembre,Martes,katt williams: it's pimpin pimpin
Doug Stanhope: Deadbeat Hero,0.408733,7.0,5.0,2004-08-24,2004,Agosto,Martes,doug stanhope: deadbeat hero
Doug Stanhope: No Refunds,0.761797,7.6,8.0,2007-08-03,2007,Agosto,Viernes,doug stanhope: no refunds
DJ Q.bert's Wave Twisters,0.199296,7.1,4.0,2001-01-23,2001,Enero,Martes,dj q.bert's wave twisters
Angels' Brigade,0.992629,3.4,9.0,1979-01-01,1979,Enero,Lunes,angels' brigade
Blessing Bell,0.389411,7.0,3.0,2003-11-22,2003,Noviembre,Sábado,blessing bell
Killing Reagan,0.916082,6.8,13.0,2016-10-16,2016,Octubre,Domingo,killing reagan
Origin,0.106215,6.0,1.0,2016-10-21,2016,Octubre,Viernes,origin
Sand Castle,7.823933,6.3,137.0,2017-04-21,2017,Abril,Viernes,sand castle
Dual,0.747844,7.9,4.0,2013-08-22,2013,Agosto,Jueves,dual
Al Capone: Icon,0.071084,7.0,1.0,2014-07-22,2014,Julio,Martes,al capone: icon
Slam,5.372696,5.9,26.0,2016-11-20,2016,Noviembre,Domingo,slam
Santo vs. the Zombies,0.347297,2.0,1.0,1961-01-02,1961,Enero,Lunes,santo vs. the zombies
Mifune: The Last Samurai,0.354285,7.6,5.0,2016-11-25,2016,Noviembre,Viernes,mifune: the last samurai
Cold Harbour,0.974266,2.7,3.0,2014-07-25,2014,Julio,Viernes,cold harbour
The Work of Director Chris Cunningham,0.719482,8.8,5.0,2003-10-22,2003,Octubre,Miércoles,the work of director chris cunningham
The Jacksons: An American Dream,1.717329,4.9,20.0,1992-11-15,1992,Noviembre,Domingo,the jacksons: an american dream
Bill Hicks: It's Just a Ride,0.734406,8.0,4.0,1994-06-18,1994,Junio,Sábado,bill hicks: it's just a ride
Moontrap: Target Earth,0.427982,4.0,8.0,2017-02-07,2017,Febrero,Martes,moontrap: target earth
Bear Island,1.854507,6.0,10.0,1979-12-05,1979,Diciembre,Miércoles,bear island
Uncertain,0.415139,5.0,1.0,2017-03-09,2017,Marzo,Jueves,uncertain
Spin,0.41673,6.5,11.0,2005-01-01,2005,Enero,Sábado,spin
Lil Rel: RELevent,0.164076,8.0,2.0,2015-09-05,2015,Septiembre,Sábado,lil rel: relevent
Fire Maidens of Outer Space,0.957614,2.2,7.0,1956-07-01,1956,Julio,Domingo,fire maidens of outer space
Orson Welles: Shadows & Light,0.0656,8.0,1.0,2015-05-09,2015,Mayo,Sábado,orson welles: shadows & light
Uncle Bob,0.378963,8.0,1.0,2010-06-26,2010,Junio,Sábado,uncle bob
I Need That Record,0.189111,6.4,4.0,2008-05-03,2008,Mayo,Sábado,i need that record
Godspell: A Musical Based on the Gospel According to St. Matthew,1.516959,6.7,14.0,1973-03-21,1973,Marzo,Miércoles,godspell: a musical based on the gospel according to st. matthew
Salvador Allende,0.213073,6.0,4.0,2004-09-08,2004,Septiembre,Miércoles,salvador allende
Megafault,2.593354,3.4,16.0,2009-10-10,2009,Octubre,Sábado,megafault
"Falco: Damn It, We're Still Alive!",0.518516,5.7,5.0,2008-02-07,2008,Febrero,Jueves,"falco: damn it, we're still alive!"
Shockwave Darkside,0.364068,1.5,2.0,2014-08-22,2014,Agosto,Viernes,shockwave darkside
The End of Old Times,0.035199,7.0,1.0,1990-02-01,1990,Febrero,Jueves,the end of old times
125 Years Memory,0.477985,8.3,3.0,2015-12-05,2015,Diciembre,Sábado,125 years memory
7 Kocalı Hürmüz,0.307432,6.7,5.0,2009-11-20,2009,Noviembre,Viernes,7 kocalı hürmüz
Ah Nerede,0.181492,8.0,3.0,1975-11-19,1975,Noviembre,Miércoles,ah nerede
Ali Baba ve 7 Cüceler,1.788631,6.4,15.0,2015-11-13,2015,Noviembre,Viernes,ali baba ve 7 cüceler
Avanak Apdi,0.39052,7.5,3.0,1978-01-01,1978,Enero,Domingo,avanak apdi
Ay Lav Yu,0.950561,6.0,9.0,2010-03-12,2010,Marzo,Viernes,ay lav yu
Bizim Aile,0.96053,7.5,2.0,1975-09-07,1975,Septiembre,Domingo,bizim aile
Çalgı Çengi,0.886442,7.8,15.0,2011-02-18,2011,Febrero,Viernes,çalgı çengi
Firefly,0.957019,10.0,1.0,1975-09-16,1975,Septiembre,Martes,firefly
En Büyük Şaban,0.162816,7.3,3.0,1983-02-21,1983,Febrero,Lunes,en büyük şaban
Eyyvah Eyvah,1.806372,6.6,14.0,2010-02-26,2010,Febrero,Viernes,eyyvah eyvah
Sultan,0.000347,0.0,0.0,1978-12-01,1978,Diciembre,Viernes,sultan
Smiling Eyes,0.452158,9.0,2.0,1977-03-01,1977,Marzo,Martes,smiling eyes
Hanzo,0.384583,6.3,3.0,1975-04-01,1975,Abril,Martes,hanzo
Happy Days,0.001021,8.2,5.0,1978-01-01,1978,Enero,Domingo,happy days
Japon İşi,0.219218,6.3,2.0,1987-11-29,1987,Noviembre,Domingo,japon i̇şi
Korkusuz Korkak,0.216024,7.0,3.0,1979-01-01,1979,Enero,Lunes,korkusuz korkak
Maskeli Beşler İntikam Peşinde,0.39084,8.3,2.0,2005-10-28,2005,Octubre,Viernes,maskeli beşler i̇ntikam peşinde
Mavi Boncuk,0.141288,8.3,4.0,1974-01-01,1974,Enero,Martes,mavi boncuk
Oh Olsun,0.408567,7.0,2.0,1973-01-01,1973,Enero,Lunes,oh olsun
Romantik Komedi,0.838318,5.3,7.0,2010-02-05,2010,Febrero,Viernes,romantik komedi
Sahte Kabadayı,0.683873,7.0,3.0,1976-09-01,1976,Septiembre,Miércoles,sahte kabadayı
Şabaniye,0.1222,6.8,2.0,1984-06-02,1984,Junio,Sábado,şabaniye
Salako,0.828423,6.3,4.0,1974-12-12,1974,Diciembre,Jueves,salako
Sosyete Şaban,0.986037,6.3,3.0,1985-01-01,1985,Enero,Martes,sosyete şaban
Tarkan and the Blood of the Vikings,0.776091,4.4,4.0,1971-01-01,1971,Enero,Viernes,tarkan and the blood of the vikings
Tarzan Rıfkı,0.00022,6.8,2.0,1986-03-12,1986,Marzo,Miércoles,tarzan rıfkı
Tokatçı,0.567282,7.6,5.0,1983-01-01,1983,Enero,Sábado,tokatçı
Tosun Pasha,0.91597,8.6,10.0,1976-01-01,1976,Enero,Jueves,tosun pasha
The Trial,1.124287,5.3,6.0,2010-09-10,2010,Septiembre,Viernes,the trial
Last Call for Nowhere,3.909978,5.9,68.0,2016-07-13,2016,Julio,Miércoles,last call for nowhere
Quo Vadis,1.212036,5.2,9.0,2001-08-30,2001,Agosto,Jueves,quo vadis
A Dark Song,13.411614,6.4,69.0,2016-10-14,2016,Octubre,Viernes,a dark song
Touch of the Light,1.674653,7.2,16.0,2012-09-21,2012,Septiembre,Viernes,touch of the light
"Have Fun, Vasya!",1.681316,7.2,13.0,2017-02-16,2017,Febrero,Jueves,"have fun, vasya!"
The Heart of the Game,0.003296,0.0,0.0,2005-01-01,2005,Enero,Sábado,the heart of the game
The Fog,0.367403,5.7,6.0,2010-05-09,2010,Mayo,Domingo,the fog
Horoscope for Good Luck,0.502326,5.0,4.0,2015-07-16,2015,Julio,Jueves,horoscope for good luck
My Italian Secret: The Forgotten Heroes,0.122358,7.7,3.0,2014-10-12,2014,Octubre,Domingo,my italian secret: the forgotten heroes
Fabricated City,2.358168,7.8,24.0,2017-02-09,2017,Febrero,Jueves,fabricated city
My Annoying Brother,1.610539,8.4,20.0,2016-11-24,2016,Noviembre,Jueves,my annoying brother
Lost in the Barrens,0.7,0.0,0.0,1990-01-01,1990,Enero,Lunes,lost in the barrens
Revenge of the Creature,1.74278,5.7,22.0,1955-07-22,1955,Julio,Viernes,revenge of the creature
"The Execution of Mary, Queen of Scots",0.938418,6.4,17.0,1895-08-28,1895,Agosto,Miércoles,"the execution of mary, queen of scots"
The Haunted Castle,1.53747,6.7,27.0,1896-12-24,1896,Diciembre,Jueves,the haunted castle
The Age of Shadows,5.155743,7.7,34.0,2016-09-07,2016,Septiembre,Miércoles,the age of shadows
The Barbershop,0.247013,4.9,7.0,1894-01-01,1894,Enero,Lunes,the barbershop
The Diary of Ellen Rimbauer,8.764092,5.2,25.0,2003-05-12,2003,Mayo,Lunes,the diary of ellen rimbauer
Six Degrees of Celebration 5,0.789132,3.8,6.0,2016-12-22,2016,Diciembre,Jueves,six degrees of celebration 5
Dangerous Men,0.524688,2.0,2.0,2005-09-23,2005,Septiembre,Viernes,dangerous men
"Kidnapping, Caucasian Style",0.524653,1.7,6.0,2014-08-21,2014,Agosto,Jueves,"kidnapping, caucasian style"
Santa Claus. Battle of Mages,1.638546,3.8,4.0,2016-12-24,2016,Diciembre,Sábado,santa claus. battle of mages
Don't Play the Fool...,0.444896,4.0,4.0,1997-01-01,1997,Enero,Miércoles,don't play the fool...
The Earthquake,1.258757,7.2,9.0,2016-12-01,2016,Diciembre,Jueves,the earthquake
Virtual Nightmare,0.853328,7.0,5.0,2000-04-13,2000,Abril,Jueves,virtual nightmare
Le Jaguar,2.62384,5.5,56.0,1996-10-09,1996,Octubre,Miércoles,le jaguar
Unlocked,13.371144,6.2,131.0,2017-04-27,2017,Abril,Jueves,unlocked
252: Signal of Life,0.669505,3.7,3.0,2008-12-06,2008,Diciembre,Sábado,252: signal of life
Voice from the Stone,5.91121,5.2,88.0,2017-04-28,2017,Abril,Viernes,voice from the stone
Cold River,0.007203,0.0,0.0,1982-03-01,1982,Marzo,Lunes,cold river
Small Crimes,7.219022,5.8,55.0,2017-04-28,2017,Abril,Viernes,small crimes
Terror Firmer,3.456735,6.3,25.0,1999-10-29,1999,Octubre,Viernes,terror firmer
On the Milky Road,4.339335,6.8,20.0,2016-02-03,2016,Febrero,Miércoles,on the milky road
Kappen!,0.101708,9.0,1.0,2016-12-15,2016,Diciembre,Jueves,kappen!
Honeycomb,0.018006,0.0,0.0,1969-07-14,1969,Julio,Lunes,honeycomb
Summer School Teachers,0.000431,5.0,2.0,1974-08-01,1974,Agosto,Jueves,summer school teachers
Kolonya Cumhuriyeti,0.173603,6.0,1.0,2017-04-20,2017,Abril,Jueves,kolonya cumhuriyeti
Nasha Russia: Yaytsa sudby,0.995285,4.6,15.0,2010-01-21,2010,Enero,Jueves,nasha russia: yaytsa sudby
Inseparable,0.479777,5.5,3.0,2013-04-27,2013,Abril,Sábado,inseparable
305,0.540693,3.3,3.0,2008-07-08,2008,Julio,Martes,305
The Suckling,0.009919,3.1,8.0,1990-01-01,1990,Enero,Lunes,the suckling
A Place in the World,0.225757,3.5,6.0,2001-06-12,2001,Junio,Martes,a place in the world
Smokers,0.056092,3.0,1.0,2008-03-24,2008,Marzo,Lunes,smokers
Darling,2.023483,4.9,8.0,2010-04-23,2010,Abril,Viernes,darling
The Kinematograph,0.355141,6.4,5.0,2009-01-01,2009,Enero,Jueves,the kinematograph
The Rise and Fall of a Jungle Giant,0.001178,0.0,0.0,1958-01-01,1958,Enero,Miércoles,the rise and fall of a jungle giant
Command and Control,0.269965,5.1,6.0,2016-09-14,2016,Septiembre,Miércoles,command and control
David Lean and His Dedicated Maniacs,0.004708,0.0,0.0,2009-10-03,2009,Octubre,Sábado,david lean and his dedicated maniacs
Down House,0.985597,5.9,11.0,2001-06-06,2001,Junio,Miércoles,down house
S.S.D.,0.619569,4.5,8.0,2008-09-04,2008,Septiembre,Jueves,s.s.d.
The Best Movie 3-DE,0.877477,3.0,8.0,2011-01-19,2011,Enero,Miércoles,the best movie 3-de
InAlienable,0.436864,2.3,4.0,2008-01-19,2008,Enero,Sábado,inalienable
The New Year's Rate Plan,0.314167,5.6,8.0,2008-12-04,2008,Diciembre,Jueves,the new year's rate plan
Pier Paolo Pasolini,0.001346,0.0,0.0,1995-01-01,1995,Enero,Domingo,pier paolo pasolini
"I Lived, But...",0.373501,7.0,1.0,1983-10-29,1983,Octubre,Sábado,"i lived, but..."
Classmates,0.37441,4.1,8.0,2016-06-16,2016,Junio,Jueves,classmates
The Bartender,0.889558,5.4,16.0,2015-06-18,2015,Junio,Jueves,the bartender
Superbad,0.245606,4.0,1.0,2016-10-13,2016,Octubre,Jueves,superbad
The Best Day Ever,1.564776,5.5,17.0,2015-12-24,2015,Diciembre,Jueves,the best day ever
The Pickaninny Dance from the “Passing Show”,0.230014,6.0,2.0,1894-05-16,1894,Mayo,Miércoles,the pickaninny dance from the “passing show”
Cheech & Chong's Hey Watch This,0.814713,6.1,4.0,2010-04-20,2010,Abril,Martes,cheech & chong's hey watch this
Perfect Harmony,0.118558,3.0,2.0,1991-03-31,1991,Marzo,Domingo,perfect harmony
Гонгофер,0.000844,4.5,2.0,1992-01-01,1992,Enero,Miércoles,гонгофер
Carol's Journey,0.795422,7.0,6.0,2002-09-06,2002,Septiembre,Viernes,carol's journey
Wild Style,1.053808,5.8,11.0,1983-03-18,1983,Marzo,Viernes,wild style
The Truth About Jane,0.492987,5.8,10.0,2000-08-07,2000,Agosto,Lunes,the truth about jane
Sweet Rain: Accuracy of Death,1.345224,7.3,12.0,2008-04-22,2008,Abril,Martes,sweet rain: accuracy of death
